platform,post_id,comment,topic,neg_sentiment (%),pos_sentiment (%),neu_sentiment (%),actionable_insight,date
facebook,1201367488692638.0,Freddy van Dijk het is weer een f🤮🤮🤮🤮 fan.toen hij nog bij Twente zat hoorde je ze niet en nu,Freddy van Dijk – fan criticism,71.84,8.04,20.12,Provide Freddy van Dijk with constructive feedback and support.,
facebook,1201367488692638.0,Ivo Claassen hij bedoelde Schouten en niet Sem. Daar heeft ie gelijk in. Plafond heeft ie bereikt bij PSV😂,Claassen – Schouten’s limitations,8.95,20.6,70.45,Recognize and address limitations within the team's overall performance.,
facebook,1201367488692638.0,"Freddy van Dijk ,wat een gelul, invallen in een team wat niet draait valt niet mee.",Team struggling,52.18,7.64,40.19,UNKNOWN,
facebook,1201367488692638.0,Freddy van Dijk de rest bakt er niks van,Freddy van Dijk – Fitness concerns,8.65,9.88,81.47,"""Analyze Henk Bol’s passing accuracy and decision-making.""",
facebook,1201367488692638.0,Frans Bastiaansen👹👹🤮🤮😡😡,Frans Bastiaansen – Negative frustration,80.01,8.38,11.6,"""Address fan frustration and concerns regarding Frans Bastiaansen’s performance.""",
facebook,1201367488692638.0,Super leuk voor Sem,Super leuk voor Sem – Autograph session request,8.24,14.97,76.79,“Organize an autograph session for Sem to boost fan engagement.”,
facebook,1201367488692638.0,wat een schandalige vertoning breed en terug naar doelman geen tempo geen verrassing onder rust geen wissels en als ze gaan wisselen 3 verdedigers er in tegen  zo een tegenstander Koeman kijk eens in de spiegel want het begint bij jou zeg ze eens duidelijk de waarheid en als je dat niet durft stap je maar op,Breed & terug – Tactical criticism,10.8,13.68,75.53,“Revise the tactical approach to incorporate more tempo and surprise elements.”,
facebook,1201367488692638.0,Har Simon ik ga bij de KNVB vragen dat je echt een absolute topper bent 🤣 Gewoon jij hebt er verstand van.,Har Simon – Knvb intervention request,7.84,29.39,62.77,“Initiate a discussion with the KNVB regarding Har Simon’s potential.”,
facebook,1201367488692638.0,"Jammer dat niet iedereen je aan speelde Sem! Dumfries bijvoorbeeld 🫣 Je was overal op het veld te vinden, zonder echte kansen gekregen te hebben.",Jammer Sem – Dumfries playing time,7.71,32.22,60.07,“Evaluate Sem’s playing time and explore opportunities for Dumfries.”,
facebook,1201367488692638.0,Die komt er wel als Koeman is opgerot,Koeman – Rotational strategy,7.89,26.52,65.59,"“Implement a rotational strategy for key players, including Koeman.”",
facebook,1201367488692638.0,"Heb liever niet dat hij speelt. 
Alleen maar risico's op blessures in zo'n kermis elftal. 
De meeste supporters zijn alleen dol op verkleden in allerlei uitzinnige outfits.
Hun huis versieren e.d. 
Die nog nooit in een stadion van een bepaalde club geweest zijn. 

Heb helemaal NIETS met de kleur 🟠, het XI tal en de familie... 😩",Risk - Injury concerns,28.54,10.02,61.44,“Conduct thorough medical assessments to mitigate injury risks.”,
facebook,1201367488692638.0,,nan – No specific comment,20.51,8.11,71.39,“No specific action needed – monitor overall fan sentiment.”,
facebook,1201367488692638.0,Marijke Mellema yes,Marijke Mellema – Positive support,7.83,66.46,25.71,“Acknowledge and appreciate Marijke Mellema’s positive support.”,
facebook,1201367488692638.0,"""Hahahaha wat een grap weer. Die gasten spelen allemaal in topcompetities tegen ongeveer een team als Quick Boys. 

Dat luie, dat zelfoverschattende, dat arrogante, dat weigeren om hard te werken, dat nooit eens boos worden op elkaar, dat gezaalvoetbal in de 16.....en dan sta je binnen 7 minuten van 0-2 op 2-2.""",Har Simon – Arrogant behavior criticism,34.93,12.84,52.23,“Address concerns about Har Simon’s perceived arrogance and work ethic.”,
facebook,1201367488692638.0,Paul Smits Moet je poepen?,Paul Smits – Insulting comment,70.74,7.97,21.29,“Ignore abusive comments and maintain a respectful environment.”,
facebook,1201367488692638.0,"Hij was de beste op het veld, samen met onze timber…
Rest kan beter koekjes gaan bakken",Henk Bol – Timber comparison,7.89,29.5,62.61,“Compare Henk Bol’s performance to that of Timber to identify areas for improvement.”,
facebook,1201367488692638.0,Onzichtbaar,Onzichtbaar – Lack of impact,59.47,7.74,32.8,“Assess and address the lack of impact from key players.”,
facebook,1201367488692638.0,"Tjebbes Feenstra dit kwam door de rest weet niet of je goed gekeken hebt maar heeft wel 40 keer de bal gevraagd 
En ging de bal terug in plaats van vooruit zitten te veel ego’s in het team die het zelf willen doen",Tjebbes Feenstra – Ego-driven play,9.61,25.63,64.77,“Analyze Tjebbes Feenstra’s play style and reduce ego-driven decisions.”,
facebook,1201367488692638.0,Tjebbes Feenstra wie niet buiten Depay,Tjebbes Feenstra – Depay playing time,8.32,13.93,77.75,“Consider Tjebbes Feenstra’s playing time in relation to Depay’s performance.”,
facebook,1201367488692638.0,"Henk Bol met je eens, maar in de helft van die gevallen was het een kansloze pass geweest.  In de andere gevallen had ie zeker de bal moeten krijgen, al was het maar om gewoon beter in de wedstrijd te komen.",Henk Bol – Poor pass selection,52.52,7.64,39.83,“Improve Henk Bol’s pass selection based on tactical analysis.”,
facebook,1201367488692638.0,"Jan Klarendal de broers waren redelijk, Gakpo, Malen eerste helft.",Jan Klarendal – Broers – Performance criticism,14.58,10.17,75.25,“Evaluate the performance of the Broers and consider their role within the team.”,
facebook,1201367488692638.0,Heeft papa Steijn niet voor niets een kaartje gekocht👍,Papa Steijn – Card purchase request,7.57,50.23,42.2,“Explore options for purchasing cards for Papa Steijn.”,
facebook,1201367488692638.0,"Wat een eer, invallen bij zo'n kneuzenselectie...",Kneuzenselectie – Disrespectful remark,70.2,7.97,21.83,“Address the disrespectful remark regarding the Kneuzenselectie.”,
facebook,1201367488692638.0,Sem komt er zeker... Hoe ben jij op je eerste werkdag!! Respect voor sem💪,Sem Stein – First Day,8.37,79.63,12.0,Schedule more opportunities for Sem Stein to showcase his skills.,
facebook,1201367488692638.0,Goede morgen strijders,General Encouragement,7.66,45.87,46.48,Increase positive fan engagement through encouraging daily messages.,
facebook,1201367488692638.0,En nu nooit meer erin niks laten zien overal te laat,Sem Stein – Criticism,12.32,14.58,73.1,Address Sem Stein’s development with targeted fitness and performance goals.,
facebook,1201367488692638.0,"Marco Rabelink ,de rest van het elftal speelde geweldig zeker . 🙈🙈🙈",Marco Rabelink – Positive Performance,7.79,63.22,28.99,Highlight Marco Rabelink’s positive contributions in marketing materials.,
facebook,1201367488692638.0,Marco Rabelink ik denk zeker te weten dat jij een 020 klootzak ben,Marco Rabelink – Abusive Language,23.49,8.0,68.51,Establish clear guidelines for respectful online interactions and moderate abusive language.,
facebook,1201367488692638.0,A Van Tongeren dan ben jij zeker een hele grote stink 🪳🪳🪳🪳🪳🪳🪳🪳🪳🪳🪳🪳🪳🪳🪳🪳,A Van Tongeren – Abusive Language,45.03,7.6,47.37,Address A Van Tongeren’s negative comments through constructive dialogue.,
facebook,1201367488692638.0,Marco Rabelink kijk dit is wat ik bedoel,Sem Stein – Criticism,8.33,16.47,75.21,Reinforce Sem Stein’s role within the team’s strategy.,
facebook,1201367488692638.0,Jij bent te dom om dat te denken achterlijke 🪳🪳🪳,Marco Rabelink – Abusive Language,25.0,8.0,67.0,Moderate overly critical comments regarding Marco Rabelink’s performance.,
facebook,1201367488692638.0,"Makkelijk was het zeker niet, maar dat lag niet aan Sem Stein!",Sem Stein – Criticism,7.76,32.48,59.76,Implement strategies to improve Marco Rabelink’s impact on the field.,
facebook,1201367488692638.0,Leuk voor hem maar speelde in die minuten geen rol van betekenis,Marco Rabelink – Limited Impact,8.1,18.25,73.64,Investigate the reasons behind fan frustration with the team’s overall performance.,
facebook,1201367488692638.0,En wat sem stein betreft je kan niet in je eentje een elftal op krikken dat al niets leverd hij staat aan het begin en al die andere zijn al gesetteld dus niet afschuiven op hem,Sem Stein – Criticism,11.96,16.81,71.23,Focus training on bolstering A Van Tongeren’s contributions.,
facebook,1201367488692638.0,waarom moet feyenoord in nederland engels schrijven. zal ik wel nooit begrijpen zoiets,Feyenoord – Linguistic Preference,8.28,17.22,74.5,Translate team communications into Dutch to cater to fan preferences.,
facebook,1201367488692638.0,Goal,Goal,7.69,44.36,47.95,Celebrate positive goals to boost team morale.,
facebook,1201367488692638.0,"Was weer een drama wedstrijd, dat je als ploeg die gasten niet zoek speelt met de kwaliteit die we schijnbaar hebben. Alleen Gapko haalde een voldoende.",Gapko – Low Grade Performance,17.47,17.35,65.17,Analyze Gapko’s performance to identify areas for improvement.,
facebook,1201367488692638.0,Ja erg zwak,General – Poor Performance,72.41,8.05,19.53,Generate general fan feedback for performance assessments.,
facebook,1201367488692638.0,Pascal Rossell wie was er wel goed?,Pascal Rossell – Positive Performance,7.73,62.49,29.78,Promote Pascal Rossell’s positive actions to engage fans.,
facebook,1201367488692638.0,Henk de Veer niemand,Henk de Veer – No Positive Players,18.13,12.43,69.44,Investigate Henk de Veer’s contributions to identify positive aspects.,
facebook,1201367488692638.0,"Leuk voor Steijn maar wat waren ze weer zwak, vreselijk 😷😣😬",Sem Stein – Criticism,58.31,7.73,33.95,Implement player development plans to increase Sem Stein’s impact.,
facebook,1201367488692638.0,Ronald Zandwijk dat lag niet eens aan Sem..,Sem Stein – Criticism,8.4,13.45,78.16,Develop strategies to encourage positive fan dialogue around Sem Stein.,
facebook,1201367488692638.0,Mooi minuten gemaakt goed interview op naar meer.,Interview – Positive Feedback,7.61,56.12,36.26,Prioritize improvements in player performance through targeted training.,
facebook,1201367488692638.0,Het hele elftal was niet te zien en miljoenen ploeg en niets laten zien ze moesten hun ogen uit hun kop schamen en met die bondscoach met zijn broertje ook die hebben geen verstand,"Malen, Gakpo, Depay – Tactics",10.16,21.72,68.12,→ Recommendation: Analyze player interactions to foster a more collaborative team dynamic.,
facebook,1201367488692638.0,Totaal niet goed genoeg voor europa of interlands helaas... zerrouki 2.0 🥲,Zerrouki – Performance,9.48,50.15,40.37,→ Recommendation: Implement a targeted fitness plan for Zerrouki to address identified weaknesses.,
facebook,1201367488692638.0,Hij stond daar maar kreeg geen bal,Performance – Fitness,7.63,38.24,54.14,→ Recommendation: Assess Gakpo’s positioning and decision-making to improve his ball impact.,
facebook,1201367488692638.0,Depay tyf ajb op,Depay – Encouragement,7.99,23.9,68.11,→ Recommendation: Publicly acknowledge Depay’s contribution to boost team morale.,
facebook,1201367488692638.0,"Marcel Jelsma de beste met 2 doelpunten  , dank zij hem winnen we hem nog.",Jelsma – Performance,7.68,33.67,58.65,→ Recommendation: Highlight Jelsma’s performance in marketing materials to leverage his popularity.,
facebook,1201367488692638.0,Het moet beter,Performance – General,7.82,30.36,61.82,→ Recommendation: Conduct a comprehensive team performance review across all areas.,
facebook,1201367488692638.0,"Mooie doel saldo ,,maar er zijn er nog heel wat te gaan",Performance – Goals,7.79,64.41,27.8,→ Recommendation: Develop strategies to increase goal-scoring opportunities.,
facebook,1201367488692638.0,"""Het jongensboek dat voor spelers als Cruyff, van Basten en Bergkamp gesloten bleef krijgt er hoofdstuk op hoofdstuk bij voor deze legendarische voetbalgod. Vriend en vijand zullen het er over eens zijn: Dit is niet zomaar een vis. Dit is Memvis, de goat der goaten!","Cruyff, van Basten, Bergkamp – Praise",7.59,50.06,42.34,→ Recommendation: Celebrate recent victories to reinforce fan confidence.,
facebook,1201367488692638.0,Ja maar we hebben gewonnen,Victory – Confirmation,7.56,43.77,48.67,→ Recommendation: Evaluate Van Dijk’s overall contribution to improve his perception.,
facebook,1201367488692638.0,Voetbal. Van onderschatting,Van Dijk – Performance,7.71,30.88,61.4,→ Recommendation: Monitor Gakpo’s involvement in attacking plays to optimize his effectiveness.,
facebook,1201367488692638.0,Heeft amper een bal geraakt.,Gakpo – Performance,7.93,23.26,68.81,→ Recommendation: Foster an enthusiastic fan base through engaging social media content.,
facebook,1201367488692638.0,Echt leuk toch,General – Positive Sentiment,7.74,62.68,29.58,→ Recommendation: Analyze Malen’s performance metrics to identify areas for improvement.,
facebook,1201367488692638.0,Makelijk was het niet,Malen – Performance,7.85,27.47,64.68,→ Recommendation: Acknowledge and celebrate team successes to strengthen fan engagement.,
facebook,1201367488692638.0,Gefeliciteerd 🥳,Celebration – Congratulations,8.4,83.2,8.4,→ Recommendation: Generate excitement and build anticipation for upcoming matches.,
facebook,1201367488692638.0,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,General – Excitement,8.48,83.04,8.48,→ Recommendation: Offer encouragement and support to Sem to maintain his confidence.,
facebook,1201367488692638.0,No cap 🫡,General – Positive Sentiment,7.8,65.04,27.15,→ Recommendation: Address ego-driven behavior among key players through team-building exercises.,
facebook,1201367488692638.0,"Het is je van harte gegund Sem ,hopelijk volgen er nog heel veel .",Sem – Encouragement,7.6,45.48,46.91,→ Recommendation: Recommend a comprehensive assessment of player mental fortitude.,
facebook,1201367488692638.0,"Valt niet mee, je debuut maken tussen zo'n stelletje egotrippers, die geen bal afgeven en alles alleen willen doen!!! Ik noem Malen, Gakpo, Depay.","Gakpo, Depay, Malen – Mentality",10.14,39.25,50.62,→ Recommendation: Develop a fitness program to address Sem’s physical condition.,
facebook,1201367488692638.0,Zorg dat je heel blijft sem  good luck,Sem – Fitness,7.94,69.81,22.24,→ Recommendation: Consider Van Dijk’s influence on defensive strategies.,
facebook,1201367488692638.0,Pure armoede deze middelmatige speler in Oranje.,Van Dijk – Performance,7.8,65.29,26.91,UNKNOWN,
facebook,1201367488692638.0,Dick van der Toorn wat maakt dat je dat zegt?,Van der Toorn clarification request,8.59,10.55,80.86,→ Recommendation: Conduct a fan survey to understand the specific reasons behind the criticism.,
facebook,1201367488692638.0,Depay de idioot 51 doelpunten er is niet een doelpunt van hem wat in de buurt komt van  van  persie,Depay’s goal record criticism,17.22,11.12,71.66,→ Recommendation: Evaluate Depay’s goal-scoring performance against statistical benchmarks.,
facebook,1201367488692638.0,"Nou Koeman je doel is bereikt, depaay is topscorer, nu stoppen, wat heb jij er een poppenkast van gemaakt!",Depay’s tactical setup criticism,25.64,13.86,60.5,→ Recommendation: Analyze tactical approaches to determine if a two-forward system aligns with the team's potential.,
facebook,1201367488692638.0,Arie H Te H en zichzelf een veer in de reet gestoken.,Arie H. – harsh insult,49.01,7.61,43.38,→ Recommendation: Offer a public apology for any offensive language directed at staff members.,
facebook,1201367488692638.0,,(No topic),29.96,8.81,61.24,→ Recommendation: Post a motivational message highlighting the team's progress and future goals.,
facebook,1201367488692638.0,❤️🤍💪,(No topic),8.24,76.89,14.88,→ Recommendation: Investigate the fan’s suggestion regarding the attacking formation.,
facebook,1201367488692638.0,Die heeft trouw goed gedaan maar ik haat iemand te zetten achter spitsen daardoor gewoon met twee spitsen spelen is nog beteren is dat shit achter spitsen te zetten iemand die heeft goed schoten,Spits position tactical criticism,44.13,7.79,48.08,→ Recommendation: Encourage fans to share constructive feedback on tactical choices.,
facebook,1318265392995722.0,,(No topic),29.96,8.81,61.24,→ Recommendation: Monitor social media for further comments on the situation.,
facebook,1201128245383229.0,https://vm.tiktok.com/ZNdgJBUeS/,(No topic),19.53,9.4,71.07,→ Recommendation: Acknowledge and appreciate fan engagement through various channels.,
facebook,1201128245383229.0,,(No topic),29.96,8.81,61.24,→ Recommendation: Create a system for fans to easily report specific concerns.,
facebook,1201128245383229.0,Uriel Gonzalez Santi god,Uriel Gonzalez – praise,7.73,62.06,30.22,→ Recommendation: Generate content celebrating Uriel Gonzalez’s contributions.,
facebook,1201128245383229.0,Waar & Wanneer?,Event inquiry,8.55,8.55,82.9,→ Recommendation: Respond promptly to event inquiries to provide accurate details.,
facebook,1201128245383229.0,Paul Bakker,Paul Bakker – (No topic),8.61,8.61,82.78,→ Recommendation: Recognize and acknowledge fan support for key individuals.,
facebook,1201128245383229.0,Martijn Stoel dankjewel,Martijn Stoel – gratitude,7.59,42.81,49.6,→ Recommendation:  Implement a channel for fans to express gratitude.,
facebook,1201128245383229.0,Panas,Panas – (No topic),12.57,8.8,78.64,→ Recommendation:  Highlight fan interest in the upcoming match.,
facebook,1201128245383229.0,✅🤍♥️🇲🇽,(No topic),8.43,80.99,10.58,→ Recommendation:  Address fan inquiries about player involvement.,
facebook,1201128245383229.0,Verdomme 2  2 ze begonnen zo goed maar een mooie wedstrijd de tweede ronde ik hoop dat ze winnen Nederland wel te verstaan spannend,Second round match – optimism,7.7,31.79,60.51,→ Recommendation:  Share a positive sentiment to inspire continued fan support.,
facebook,1201128245383229.0,Annet Sneeuw,Annet Sneeuw – (No topic),8.65,9.73,81.62,→ Recommendation:  Direct fans to relevant resources for video content.,
facebook,1201128245383229.0,♡,(No topic),7.6,43.66,48.74,→ Recommendation:  Accept and appreciate fan expressions of support.,
facebook,1201128245383229.0,HD 4K,(No topic),8.22,18.63,73.15,UNKNOWN,
facebook,1201128245383229.0,,Santi Cazorla,9.57,13.45,76.98,→ Recommendation: Increase Ueda’s playing time to build his confidence.,
facebook,1201128245383229.0,Regresen a Santi con ferenoord se la veía más feliz jugando,Feyenoord comparison,9.0,15.75,75.25,→ Recommendation: Explore opportunities to highlight positive fan sentiment in marketing campaigns.,
facebook,1201128245383229.0,Super,Positive sentiment,8.51,82.99,8.51,→ Recommendation: Analyze fan reactions to Feyenoord’s performance for strategic insights.,
facebook,1201128245383229.0,Que emoción tío Feyenoord Rotterdam,Feyenoord support,8.09,20.93,70.98,→ Recommendation: Acknowledge and celebrate the PSV-Feyenoord rivalry in communications.,
facebook,1201128245383229.0,Wow nice,Positive sentiment,8.44,83.12,8.44,→ Recommendation: Monitor and respond to positive fan feedback across platforms.,
facebook,1201128245383229.0,Los dos delanteros del Feyenoord,Feyenoord forwards,8.26,15.32,76.42,→ Recommendation: Investigate the fitness levels of key players like Scofieldd.,
facebook,1201128245383229.0,Victor Manuel,Victor Manuel,7.81,27.95,64.25,→ Recommendation: Facilitate interactions between players to foster a positive team atmosphere.,
facebook,1201128245383229.0,Boaa,Positive sentiment,8.34,79.13,12.53,→ Recommendation: Translate key communications into multiple languages to reach a wider audience.,
facebook,1201128245383229.0,Geweldig,Positive sentiment,8.19,75.74,16.07,→ Recommendation: Develop engaging content featuring player handshakes and interactions.,
facebook,1201128245383229.0,Panas 🤝,Player handshake,7.79,28.38,63.83,→ Recommendation: Capture and share moments of interaction between Cazorla and Ueda.,
facebook,1201128245383229.0,Wat een mooi gebaar tussen die twee spitsen,Cazorla-Ueda interaction,8.16,17.4,74.44,→ Recommendation: Ensure consistent positive messaging across all communication channels.,
facebook,1201128245383229.0,,,15.81,19.73,64.45,→ Recommendation: Evaluate and adjust player selection based on fan feedback and performance.,
facebook,1201128245383229.0,,,15.81,19.73,64.45,→ Recommendation: Encourage fan participation through interactive social media campaigns.,
facebook,1201128245383229.0,From Indonesia🇮🇩 with Peace✌️ Love❤️Sport⚽️,,8.37,79.91,11.72,→ Recommendation: Support MT Jami with targeted coaching and strategic playing time.,
facebook,1201128245383229.0,Ueda niet gescoord jammer genoeg! Maar die gaat er wel een zooi maken dit seizoen,Ueda scoring,7.77,63.26,28.97,→ Recommendation: Assign clear roles and responsibilities to Sam Chaplin within the team.,
facebook,1201128245383229.0,Patrick Kaffa of een zooitje van....,Patrick Kaffa opinion,8.46,11.79,79.75,→ Recommendation: Provide Sam Chaplin with consistent playing opportunities to build confidence.,
facebook,1201128245383229.0,Patrick Kaffa laten wij hopen dat goed gaat.,Patrick Kaffa optimism,7.63,53.27,39.09,→ Recommendation: Implement a structured approach to player confidence building.,
facebook,1201128245383229.0,MT Jami hoef je niet te hopen van persie geeft hem vertrouwen wat hij van priske niet kreeg plus santi was er toen nog,MT Jami confidence,7.6,45.28,47.12,UNKNOWN,
facebook,1201128245383229.0,"Sam Chaplin dan is aan van persie verantwoordelijkheid, wij zullen zien.",Sam Chaplin responsibility,8.24,16.27,75.49,UNKNOWN,
facebook,1201128245383229.0,Sam Chaplin En van Slot ook niet hè. Laten we dat niet vergeten. Ueda is een speler die vertrouwen nodig heeft. Dat heeft Slot hem bepaald niet gegeven met z’n 10 minuutjes invalbeurten. Ook tijdens de vormcrisis van Giménez.,Ueda needs confidence,8.52,25.45,66.03,UNKNOWN,
facebook,1201128245383229.0,Louis Bernoski ja dat was om de transferwaarde van santi in stand te houden  hij zou zogenaamd voor 50 mil vertrekken maar niet heus. Maar inderdaad,Santi Caballé Transfer Value,8.22,17.1,74.68,Increase communication around Eriksen’s medical status to alleviate fan concerns.,
facebook,1318265392995722.0,,,15.81,19.73,64.45,UNKNOWN,
facebook,1345484740278382.0,Welcome Kasper,Kasper Schmeichel Welcome,8.12,74.97,16.9,UNKNOWN,
facebook,1345484740278382.0,Had Jetten er graag bij gehad als LB....,Jotten LB Preference,8.46,12.32,79.22,UNKNOWN,
facebook,1345484740278382.0,Regeer hoort geeneens een rugnummer te krijgen!! Niveau KKD is nog te hoog voor hem!,Regeer Tactical Issues,10.75,37.41,51.84,UNKNOWN,
facebook,1345484740278382.0,Jody Habing nou nou,Jody Habing N/A,8.57,10.5,80.93,UNKNOWN,
facebook,1345484740278382.0,Kenneth Danielse ik zie nergens staan dat ik verplicht ben om over alle 27 iets te zeggen. Volgens mij bepaal ik zelf wat ik plaats. Staat het je niet aan kan je gewoon over je scherm vegen en lekker verder scrollen. Fijne dag nog. 🙋‍♂️,Kenneth Danielse Freedom of Speech,7.82,30.49,61.68,UNKNOWN,
facebook,1345484740278382.0,"Jody Habing helemaal mee eens, bij Twente zat hij zelfs op de bank als invaller en Heitinga doet ofdat hij nce belangrijkste speler bij Ajax is.",Jody Habing Heitinga Overrated,47.48,7.82,44.69,UNKNOWN,
facebook,1345484740278382.0,"Jody Habing nee inderdaad mag u plaatsen wat u wilt, alleen hebben dit soort opmerkingen niet zo veel toegevoegde waarde, of ziet u dat anders?",Jody Habing Opinion Criticism,19.57,8.5,71.92,UNKNOWN,
facebook,1345484740278382.0,BOUNIDA 🇲🇦🇲🇦😍,BOUNIDA Fan Support,8.48,82.06,9.46,UNKNOWN,
facebook,1345484740278382.0,Als ik een van den Boomen shirt neem gaat er dan nog wat van de prijs af ?,Van den Boomen Shirt Price,8.42,13.05,78.53,UNKNOWN,
facebook,1345484740278382.0,Roland Roovers dan speelt hij de volgende wedstrijd,Roland Roovers Next Match,8.22,14.98,76.8,UNKNOWN,
facebook,1345484740278382.0,"Mooi, jeugd en ervaring, zou ik als trainer minimaal 2e mee worden. Iedereen op juiste plek, juiste oefeningen, fijne teamsfeer, top supporters. Denk toch 1e plek, ze kunnen altijd bellen.",Youth Squad Potential,7.72,60.11,32.17,UNKNOWN,
facebook,1345484740278382.0,Alphons Veenhof tring,Alphons Veenhof N/A,8.52,11.9,79.58,UNKNOWN,
facebook,1345484740278382.0,"Alphons Veenhof 

😂😂😂😂 mooi sprookje,je zou een mooi boek kunnen schrijven 
Mijn grote fantasieën 😂😂",Alphons Veenhof Fantasy Football,13.91,25.01,61.08,UNKNOWN,
facebook,1345484740278382.0,Belachelijk dat Regeer 6 heeft gekregen.,Regeer Number Criticism,10.21,13.11,76.67,UNKNOWN,
facebook,1345484740278382.0,Fuad Hodzic wat maak je je druk om een nummer? Het is maar een nummer.,Fuad Hodzic Number Irrelevant,61.18,7.73,31.09,UNKNOWN,
facebook,1345484740278382.0,"A true right winger is missing. There are also many doubts about the qualities of the current right-backs in Ajax's team. Ajax currently only has one true left-back, no experienced holding midfielder.",Ajax Right Winger Needs,54.57,7.65,37.78,UNKNOWN,
facebook,1345484740278382.0,No10 Oscar Gloch is a king 👑🇮🇱,Oscar Gloch Fan Support,8.49,82.05,9.46,UNKNOWN,
facebook,1345484740278382.0,20 Eriksen,Eriksen Medical Concerns,30.95,7.77,61.29,UNKNOWN,
facebook,1345484740278382.0,Andre van Egteren hou op man😂,Van Egteren – Fitness concern,11.33,16.08,72.6,Conduct a thorough fitness evaluation for Van Egteren.,
facebook,1345484740278382.0,Oscar Gloukh op 6. Links Godts of Edvardsen en rechts Moro. In de spits Dolberg,Gloukh – Dolberg positioning,8.44,11.55,80.0,Analyze Gloukh's positioning alongside Dolberg and Edvardsen/Moro.,
facebook,1345484740278382.0,Harry van Wanrooij dat kan toch niet. Hij is een puur aanvallende middenvelder cq buitenspeler. Is verdedigend niet sterk.,Van Wanrooij – Van Wanrooij – Defensive inadequacy,40.91,7.71,51.39,Implement defensive drills for Van Wanrooij to improve his tackling ability.,
facebook,1345484740278382.0,Harry van Wanrooij ik zou Baas wel eens op 6 willen zien spelen.,Van Wanrooij – Baas – Preferred position,8.44,11.1,80.46,Consider Baas for a trial at center back.,
facebook,1345484740278382.0,Harry van Wanrooij die jongen heeft in zijn hele leven nog nooit een bal onderschept en die wil je op 6 zetten?,Van Wanrooij – Young player – Lack of tackling,46.94,7.6,45.47,Focus Van Wanrooij’s training on strengthening defensive skills.,
facebook,1345484740278382.0,"Ricardo van Wijk, ik vind hem niet voldoen als buitenspeler. Hij is gepresenteerd als speler met inzicht en iemand die de boel kan open breken. Lijkt mij een prima speler voor de 6.",Van Wijk – Van Wijk – Buitenspeler inadequacy,25.77,10.44,63.79,Assess Van Wijk’s performance in a central role.,
facebook,1345484740278382.0,"Arjan Van de Kuinder , Itakura, maar laten we nou eerst maar eens wachten op Mc Connell",Van de Kuinder – Itakura – Delayed arrival,37.13,7.65,55.22,Communicate Itakura’s expected arrival timeline to fans.,
facebook,1345484740278382.0,"Je zou met deze selectie gewoon kampioen kunnen  worden,maar ja de bal is rond he",Fan – Optimistic expectation,7.73,59.89,32.38,Generate positive content highlighting PSV’s potential.,
facebook,1345484740278382.0,"Jan De Werker klopt, nog steeds......de voorbije 2 seizoenen ook.",De Werker – Consistent criticism,12.99,15.18,71.82,Continue evaluating De Werker’s criticisms for actionable insights.,
facebook,1345484740278382.0,Jan De Werker zou inderdaad kunnen. Prima selectie hoor.,De Werker – Positive assessment,7.63,56.7,35.67,Reinforce positive messaging regarding the team's capabilities.,
facebook,1345484740278382.0,Top 5 selectie zet in op plek 3 en elke plek hoger drink ik er stuk of wat extra op eind van seizoen,Fan – Alcoholic anticipation,7.68,35.98,56.34,Moderate alcohol-related fan engagement content.,
facebook,1345484740278382.0,Evert-jan de Rooij dan hoop ik dat je dronken wordt.🍻🍻🍻😅,De Rooij – Alcoholic anticipation,7.7,59.66,32.64,Address concerns about De Rooij’s alcohol consumption.,
facebook,1345484740278382.0,Evert-jan de Rooij worden gewoon 2e,De Rooij – Second place prediction,8.34,13.87,77.79,Confirm De Rooij’s second-place prediction.,
facebook,1345484740278382.0,Martijn Vermaat heb ik paar biertjes extra en goed uiteinde van het seizoen,Vermaat – Alcoholic anticipation,8.51,15.32,76.17,Monitor Vermaat’s alcohol-related contributions.,
facebook,1345484740278382.0,Goed gedaan allemaal duidelijk nu voor alle spelers prachtig gedaan toch top topper super ❌️❌️❌️💪💯👊😏🫶😋🤗😁👌💯👋❤️💋👍,Fan – Over-the-top praise,8.5,83.0,8.5,Maintain consistent praise for team achievements.,
facebook,1345484740278382.0,"20 is nog vrij voor Lasse Schöne, zie ik. Ook Deens, trouwens. 🇩🇰 🤗",Schöne – Deense nationality,7.72,62.14,30.13,Explore options for Schöne’s inclusion.,
facebook,1345484740278382.0,En 8 voor Christian Eriksen. ☝️,Eriksen – Identification request,8.01,20.45,71.54,Prioritize Eriksen’s identification request.,
facebook,1345484740278382.0,Rare verdeling,Fan - Tactical confusion,42.89,7.61,49.5,Provide clarifying explanations of tactical formations.,
facebook,1345484740278382.0,Waar is dolberg zijn nummer?,Dolberg – Lost jersey number,8.65,9.73,81.62,Investigate Dolberg’s jersey number allocation.,
facebook,1345484740278382.0,Jordy van der Marel hoezo? Dolberg staat toch bij nr 9?,Van der Marel – Dolberg jersey number,8.48,10.77,80.75,Confirm Van der Marel’s jersey number assignment for Dolberg.,
facebook,1345484740278382.0,Nathalie Ver ooh niet gezien thanks😉,Nathalie Ver - Gratitude,8.05,72.75,19.2,→  Create content acknowledging the enduring influence of Johan Cruijff.,
